Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,11/18/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241117 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001034940907 EED:241118   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3234940907TC",-3.20,ACH_DEBIT,55556.23,,
DEBIT,11/18/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241115 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001034940902 EED:241118   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3234940902TC",-52.46,ACH_DEBIT,55559.43,,
DEBIT,11/18/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241115 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000699613795 EED:241118   IND ID:44114911                     IND NAME:Default debit account      FeeTransfer REF#44114911                                                          PPSACCOUNT TRN: 3239613795TC",-2.89,ACH_DEBIT,55611.89,,
CREDIT,11/18/2024,"ORIG CO NAME:PaySpan                ORIG ID:2593259342 DESC DATE:241115 CO ENTRY DESCR:ACCTVERIFYSEC:PPD    TRACE#:053101129210578 EED:241118   IND ID:                             IND NAME:BOODAH INC, TRN: 3239210578TC",0.10,ACH_CREDIT,55614.78,,
CREDIT,11/18/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384877436268 EED:241118   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24318B1000013316*1411289245*0 00087726\ TRN: 3237436268TC",16.00,ACH_CREDIT,55614.68,,
CREDIT,11/18/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241117 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001034940884 EED:241118   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3234940884TC",20.00,ACH_CREDIT,55598.68,,
CREDIT,11/18/2024,"ORIG CO NAME:NGS, INC.              ORIG ID:I351840597 DESC DATE:241113 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:042000017701108 EED:241118   IND ID:1104390525                   IND NAME:BOODAH, INC                TRN*1*896072665*1351840597~                                                       MEDICARE B OF NE TRN: 3237701108TC",103.55,ACH_CREDIT,55578.68,,
CREDIT,11/18/2024,"ORIG CO NAME:CIGNA                  ORIG ID:9751677627 DESC DATE:111424 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000017020181 EED:241118   IND ID:825169916                    IND NAME:/BOODAH INC                TRN*1*241114090069341*1411648670\ TRN: 3237020181TC",180.00,ACH_CREDIT,55475.13,,
CREDIT,11/18/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241115 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001035894332 EED:241118   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3235894332TC",489.04,ACH_CREDIT,55295.13,,
CREDIT,11/18/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241116 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001034940875 EED:241118   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3234940875TC",1270.83,ACH_CREDIT,54806.09,,
DEBIT,11/15/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241114 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001030449937 EED:241115   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3200449937TC",-20.62,ACH_DEBIT,53535.26,,
DEBIT,11/15/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241114 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000698385484 EED:241115   IND ID:43793136                     IND NAME:Default debit account      FeeTransfer REF#43793136                                                          PPSACCOUNT TRN: 3208385484TC",-1.69,ACH_DEBIT,53555.88,,
DEBIT,11/15/2024,"ORIG CO NAME:AEGON USA              ORIG ID:1420947998 DESC DATE:SEP 05 CO ENTRY DESCR:CONTRIBUTESEC:CCD    TRACE#:091000018378179 EED:241115   IND ID:20241114922PJG               IND NAME:935014    00000            20241114922PJG4696945654377560028CO RP TRN: 3208378179TC",-1951.50,ACH_DEBIT,53557.57,,
DEBIT,11/15/2024,"ORIG CO NAME:AEGON USA              ORIG ID:1420947998 DESC DATE:SEP 05 CO ENTRY DESCR:CONTRIBUTESEC:CCD    TRACE#:091000018378169 EED:241115   IND ID:2024111492295J               IND NAME:935014    00000            2024111492295J4696945654377560028CO RP TRN: 3208378169TC",-2388.05,ACH_DEBIT,55509.07,,
CREDIT,11/15/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:3611241225 DESC DATE:111324 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000026294627 EED:241115   IND ID:5000430550                   IND NAME:BOODAH INC                 TRN*1*5000430550*1611241225*WPSEAST   \ TRN: 3206294627TC",59.35,ACH_CREDIT,57897.12,,
CREDIT,11/15/2024,"ORIG CO NAME:UnitedHealthcare       ORIG ID:1111411289 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384878752182 EED:241115   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*33451091*4112892425*000087726 \ TRN: 3208752182TC",137.70,ACH_CREDIT,57837.77,,
CREDIT,11/15/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241115 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000698384823 EED:241115   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*574724638*1271502067\                                                       PPSACCOUNT TRN: 3208384823TC",152.30,ACH_CREDIT,57700.07,,
CREDIT,11/15/2024,"ORIG CO NAME:UNITED BEHAVIORA       ORIG ID:1805600001 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384878752323 EED:241115   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*24317B1000017858*1411289245*0 00087726\ TRN: 3208752323TC",181.96,ACH_CREDIT,57547.77,,
CREDIT,11/15/2024,"ORIG CO NAME:HPHC INSURANCE         ORIG ID:2043149694 DESC DATE:241113 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:051000017334947 EED:241115   IND ID:                             IND NAME:BOODAH INC                 TRN*1*3007423391*1043149694*HPHC\ TRN: 3207334947TC",573.26,ACH_CREDIT,57365.81,,
CREDIT,11/15/2024,"ORIG CO NAME:WELLPOINT 05C          ORIG ID:0365BA293A DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000026391132 EED:241115   IND ID:3256376020                   IND NAME:BOODAH  INC                TRN*1*3256376020*1520913817\                                                      EDI PAYMENT TRN: 3206391132TC",716.15,ACH_CREDIT,56792.55,,
CREDIT,11/15/2024,"ORIG CO NAME:HPHC EFT CLEARI        ORIG ID:8042452600 DESC DATE:241113 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:051000016183380 EED:241115   IND ID:                             IND NAME:BOODAH INC                 TRN*1*502331313*1042452600*HPHC\ TRN: 3206183380TC",5339.79,ACH_CREDIT,56076.40,,
DEBIT,11/14/2024,"ORIG CO NAME:CAPITAL ONE            ORIG ID:9279744391 DESC DATE:241114 CO ENTRY DESCR:ONLINE PMTSEC:CCD    TRACE#:021000023555537 EED:241114   IND ID:3YKCE8AF60RXO1S              IND NAME:COLLEEN GALLICCHIO TRN: 3193555537TC",-10000.00,ACH_DEBIT,50736.61,,
DEBIT,11/14/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241113 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000691688373 EED:241114   IND ID:43570619                     IND NAME:Default debit account      FeeTransfer REF#43579574                                                          PPSACCOUNT TRN: 3191688373TC",-27.26,ACH_DEBIT,60736.61,,
DEBIT,11/14/2024,"ORIG CO NAME:IRS                    ORIG ID:3387702000 DESC DATE:111424 CO ENTRY DESCR:USATAXPYMTSEC:CCD    TRACE#:061036013140883 EED:241114   IND ID:227471966071856              IND NAME:BOODAH INC TRN: 3193140883TC",-9336.30,ACH_DEBIT,60763.87,,
CREDIT,11/14/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241114 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000691686749 EED:241114   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*574244155*1042734278\                                                       PPSACCOUNT TRN: 3191686749TC",88.93,ACH_CREDIT,70100.17,,
CREDIT,11/14/2024,"ORIG CO NAME:UNITEDHEALTHCARE       ORIG ID:1411289245 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:124384873053141 EED:241114   IND ID:825169916                    IND NAME:Boodah Inc                 TRN*1*W303859445*1411289245*0000877 26\ TRN: 3193053141TC",1183.99,ACH_CREDIT,70011.24,,
CREDIT,11/14/2024,"ORIG CO NAME:BCBS OF MASS           ORIG ID:1041045815 DESC DATE:110824 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000011568131 EED:241114   IND ID:740892057                    IND NAME:70020000LMG471             TRN*1*740892057*1041045815\ TRN: 3191568131TC",1244.46,ACH_CREDIT,68827.25,,
CREDIT,11/14/2024,"ORIG CO NAME:BCBS OF MASS           ORIG ID:1041045815 DESC DATE:110824 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000011568139 EED:241114   IND ID:740909210                    IND NAME:70020000LMG471             TRN*1*740909210*1041045815\ TRN: 3191568139TC",10972.82,ACH_CREDIT,67582.79,,
DEBIT,11/13/2024,"ORIG CO NAME:PAYROLL                ORIG ID:1943345425 DESC DATE:241113 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000021758585 EED:241113   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3181758585TC",-188.58,ACH_DEBIT,56609.97,,
DEBIT,11/13/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:5452579291 DESC DATE:241112 CO ENTRY DESCR:ACHTrans  SEC:CCD    TRACE#:101000696486482 EED:241113   IND ID:43442405                     IND NAME:Default debit account      FeeTransfer REF#43442405                                                          PPSACCOUNT TRN: 3186486482TC",-24.41,ACH_DEBIT,56798.55,,
CREDIT,11/13/2024,"ORIG CO NAME:HUMANA GOVT BUSI       ORIG ID:2610647538 DESC DATE:110824 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:111000025576414 EED:241113   IND ID:2237420279                   IND NAME:BOODAH INC                 TRN*1*2237420279*1611241225*WPSEAST   \ TRN: 3185576414TC",59.35,ACH_CREDIT,56822.96,,
CREDIT,11/13/2024,"ORIG CO NAME:CIGNA EDGE TRANS       ORIG ID:7026944582 DESC DATE:       CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:242071756422629 EED:241113   IND ID:601901066686                 IND NAME:BOODAH INC                 TRN*1*601901066686*1591031071~                                                    HCCLAIMPMT TRN: 3186422629TC",83.00,ACH_CREDIT,56763.61,,
CREDIT,11/13/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241113 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000696485321 EED:241113   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*572481065*1042734278\                                                       PPSACCOUNT TRN: 3186485321TC",149.98,ACH_CREDIT,56680.61,,
CREDIT,11/13/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241112 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001037731546 EED:241113   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3187731546TC",564.33,ACH_CREDIT,56530.63,,
CREDIT,11/13/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241113 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000696485319 EED:241113   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*573944971*1042734278\                                                       PPSACCOUNT TRN: 3186485319TC",1284.89,ACH_CREDIT,55966.30,,
CREDIT,11/13/2024,"ORIG CO NAME:Carelon Behav Z        ORIG ID:3043324848 DESC DATE:241108 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500125578035 EED:241113   IND ID:                             IND NAME:BOODAH INC                 TRN*1*7995351*1043324848\ TRN: 3185578035TC",1394.10,ACH_CREDIT,54681.41,,
DEBIT,11/12/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241108 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001038252799 EED:241112   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3178252799TC",-0.45,ACH_DEBIT,53287.31,,
DEBIT,11/12/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241111 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001038252801 EED:241112   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3178252801TC",-22.66,ACH_DEBIT,53287.76,,
DEBIT,11/12/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:241111 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000012929343 EED:241112   IND ID:SCRIBD.COM 6251              IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 3172929343TC",-11.99,MISC_DEBIT,53310.42,,
DEBIT,11/12/2024,"ORIG CO NAME:PAYPAL                 ORIG ID:PAYPALSI77 DESC DATE:241111 CO ENTRY DESCR:INST XFER SEC:WEB    TRACE#:091000010662210 EED:241112   IND ID:WALMARTPLUS                  IND NAME:BOODAH  INC                                                                                                  INSTANT TRANSFER TRN: 3170662210TC",-52.80,MISC_DEBIT,53322.41,,
DEBIT,11/12/2024,"ORIG CO NAME:THE HARTFORD           ORIG ID:9942902727 DESC DATE:       CO ENTRY DESCR:INSPMTCL  SEC:CCD    TRACE#:051000019306119 EED:241112   IND ID:15801127                     IND NAME:BOODAH INC                                                                                                   NWTBS CL SCIC ACH C TRN: 3179306119TC",-326.42,ACH_DEBIT,53375.21,,
CREDIT,11/12/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241109 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001038252365 EED:241112   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3178252365TC",5.00,ACH_CREDIT,53701.63,,
CREDIT,11/12/2024,"ORIG CO NAME:CIGNA                  ORIG ID:9751677627 DESC DATE:110724 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:091000010342069 EED:241112   IND ID:825169916                    IND NAME:/BOODAH INC                TRN*1*241107090068915*1411648670\ TRN: 3170342069TC",119.70,ACH_CREDIT,53696.63,,
CREDIT,11/12/2024,"ORIG CO NAME:PAY PLUS               ORIG ID:6452579291 DESC DATE:241112 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:101000694893756 EED:241112   IND ID:825169916                    IND NAME:COLLEEN LONG GALLACCHI     TRN*1*572477842*1042734278\                                                       PPSACCOUNT TRN: 3174893756TC",1284.89,ACH_CREDIT,53576.93,,
CREDIT,11/12/2024,"ORIG CO NAME:EASYPAY                ORIG ID:1340797057 DESC DATE:241108 CO ENTRY DESCR:INSTFUNDINSEC:CCD    TRACE#:041001035898293 EED:241112   IND ID:896246463880                 IND NAME:BOODAH INC TRN: 3175898293TC",1594.35,ACH_CREDIT,52292.04,,
CREDIT,11/12/2024,"ORIG CO NAME:Carelon Behav Z        ORIG ID:2043324848 DESC DATE:241108 CO ENTRY DESCR:HCCLAIMPMTSEC:CCD    TRACE#:011500121787495 EED:241112   IND ID:                             IND NAME:BOODAH INC                 TRN*1*7992966*1043324848\ TRN: 3171787495TC",9673.00,ACH_CREDIT,50697.69,,
DEBIT,11/08/2024,"Zelle payment to Heather Rice Billing JPM99aqu2uaa",-435.00,CHASE_TO_PARTNERFI,41024.69,,
DEBIT,11/08/2024,"ORIG CO NAME:KEY MERCHANT SVS       ORIG ID:2580215200 DESC DATE:241107 CO ENTRY DESCR:DISCOUNT  SEC:CCD    TRACE#:041001034549486 EED:241108   IND ID:896246463880                 IND NAME:BOSTON PSYCHOLOGICAL T                                                                                       1-800-304-9856 TRN: 3134549486TC",-51.34,ACH_DEBIT,41459.69,,
DEBIT,11/08/2024,"ORIG CO NAME:VERIZON WIRELESS       ORIG ID:4223344794 DESC DATE:241108 CO ENTRY DESCR:PAYMENTS  SEC:PPD    TRACE#:021000022218032 EED:241108   IND ID:                             IND NAME:0000000027062339200001 TRN: 3132218032TC",-459.29,ACH_DEBIT,41511.03,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298483 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298483TC",-53.00,ACH_DEBIT,41970.32,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298479 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298479TC",-82.34,ACH_DEBIT,42023.32,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298485 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298485TC",-111.00,ACH_DEBIT,42105.66,,
DEBIT,11/08/2024,"ORIG CO NAME:INTUIT 43464460        ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025303114 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3135303114TC",-121.28,ACH_DEBIT,42216.66,,
DEBIT,11/08/2024,"ORIG CO NAME:INTUIT 43464460        ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025303115 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3135303115TC",-187.76,ACH_DEBIT,42337.94,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298484 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298484TC",-285.00,ACH_DEBIT,42525.70,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298478 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298478TC",-383.40,ACH_DEBIT,42810.70,,
DEBIT,11/08/2024,"ORIG CO NAME:INTUIT 43923744        ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025280408 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3135280408TC",-476.47,ACH_DEBIT,43194.10,,
DEBIT,11/08/2024,"ORIG CO NAME:INTUIT 43464460        ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025303101 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3135303101TC",-564.17,ACH_DEBIT,43670.57,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298490 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298490TC",-600.00,ACH_DEBIT,44234.74,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298486 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298486TC",-705.00,ACH_DEBIT,44834.74,,
DEBIT,11/08/2024,"ORIG CO NAME:INTUIT 43464460        ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025303105 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC- BOSTON PSY TRN: 3135303105TC",-777.02,ACH_DEBIT,45539.74,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298476 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298476TC",-918.00,ACH_DEBIT,46316.76,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298488 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298488TC",-1003.13,ACH_DEBIT,47234.76,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298487 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298487TC",-1023.35,ACH_DEBIT,48237.89,,
DEBIT,11/08/2024,"ORIG CO NAME:PAYROLL                ORIG ID:4462800242 DESC DATE:241108 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000025298477 EED:241108   IND ID:9683333                      IND NAME:BOODAH INC TRN: 3135298477TC",-1100.00,ACH_DEBIT,49261.24,,
